SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW
24-MAR-2021,33,31101,31712,29175,2786,6527,2680,13080,0,9,997,-2,0,98,59,1017,0,0
24-MAR-2021,34,32865,33520,30852,2662,6527,1830,13080,0,11,1032,-2,1,-42,1,1019,0,0
24-MAR-2021,35,34566,35426,32520,2551,6527,957,13080,0,14,1741,-2,0,-190,-54,1019,0,0
24-MAR-2021,36,35684,36654,33573,2440,6527,313,13080,0,13,1775,-3,0,-344,-10,1019,0,0
24-MAR-2021,37,36429,37538,34173,2375,6527,31,13080,0,7,1857,-4,0,-452,-46,1019,0,0
24-MAR-2021,38,37483,38524,35019,2309,6527,0,13080,0,3,1860,21,0,-410,-28,1019,0,0
24-MAR-2021,39,37325,38546,34753,2272,6527,0,13080,0,5,1998,930,0,-454,-162,919,0,0
24-MAR-2021,40,35786,37114,33258,2234,6527,0,13080,0,11,1995,989,0,-451,-266,915,0,0
24-MAR-2021,41,34395,35543,31868,2183,6527,0,13080,0,17,1265,872,0,-374,-157,916,0,0
24-MAR-2021,42,33027,34271,30673,2131,6527,0,13080,0,17,1197,850,0,-449,-178,916,0,0
24-MAR-2021,43,31608,32700,29440,2108,6527,0,13080,0,14,521,361,1,-407,-71,711,0,0
24-MAR-2021,44,29805,30890,27763,2085,6527,0,13080,0,13,485,328,0,-345,-127,701,0,0
24-MAR-2021,45,28024,28854,25995,2044,6527,0,13080,0,10,901,346,0,-194,-26,285,0,0
24-MAR-2021,46,26624,27401,24483,2003,6527,0,13080,0,9,921,338,0,-168,0,269,0,0
24-MAR-2021,47,25247,26062,23130,1931,6527,0,13080,0,12,1216,40,0,-198,-5,649,0,0
24-MAR-2021,48,24351,25434,22270,1859,6527,0,13080,0,330,1229,27,0,-94,-59,665,0,0
25-MAR-2021,1,24093,24993,22122,1829,6527,0,13080,0,300,1357,289,0,69,11,766,0,0
25-MAR-2021,2,24259,24883,22463,1798,6527,0,13080,0,24,1358,313,0,220,134,770,0,0
25-MAR-2021,3,24034,24642,22178,1778,6527,0,13080,0,8,1549,543,0,350,286,778,0,0
25-MAR-2021,4,23654,24262,21817,1757,6527,0,13080,0,8,1557,557,0,369,346,779,0,0
25-MAR-2021,5,23254,23864,21377,1712,6527,0,13080,0,10,1465,513,0,369,414,732,0,0
25-MAR-2021,6,22881,23490,20977,1666,6527,0,13080,0,9,1460,511,0,352,354,731,0,0
25-MAR-2021,7,22767,23377,20846,1631,6527,0,13080,0,10,1452,561,0,343,469,728,0,0
25-MAR-2021,8,22413,23023,20499,1596,6527,0,13080,0,10,1451,561,0,343,435,727,0,0
25-MAR-2021,9,22229,22839,20406,1587,6527,0,13080,0,10,1456,449,0,343,398,730,0,0
25-MAR-2021,10,22427,23037,20624,1578,6527,0,13080,0,10,1456,438,0,343,450,729,0,0
25-MAR-2021,11,23127,23735,21337,1599,6527,0,13080,0,8,1436,320,0,343,504,725,0,0
25-MAR-2021,12,23950,24559,22140,1620,6527,2,13080,0,9,1435,314,0,343,504,725,0,0
25-MAR-2021,13,26142,26752,24190,1658,6527,153,13080,0,10,1732,401,0,343,504,895,0,0
25-MAR-2021,14,28205,28815,26070,1695,6527,604,13080,0,10,1744,409,0,342,504,901,0,0
25-MAR-2021,15,30057,30667,27725,1797,6527,1130,13080,0,10,1948,497,0,321,504,996,0,0
25-MAR-2021,16,31085,31696,28625,1898,6527,1820,13080,0,11,1954,511,1,321,504,1000,0,0
25-MAR-2021,17,31518,32127,29020,2045,6527,2650,13080,0,9,2000,813,0,321,504,928,0,0
25-MAR-2021,18,31094,31701,28645,2191,6527,2960,13080,0,7,2003,838,0,321,492,926,0,0
25-MAR-2021,19,31050,31657,28599,2324,6527,3580,13080,0,7,2002,981,0,277,368,912,0,0
25-MAR-2021,20,30702,31309,28306,2457,6527,3730,13080,0,7,2003,991,1,272,222,911,0,0
25-MAR-2021,21,29928,30534,27556,2596,6527,4190,13080,0,6,2003,991,0,314,141,596,0,0
25-MAR-2021,22,29588,30195,27267,2735,6527,4800,13080,0,7,2003,985,0,225,16,584,0,0
25-MAR-2021,23,29341,29984,27075,2838,6527,4850,13080,0,7,2003,761,0,184,-36,543,0,0
25-MAR-2021,24,28844,29450,26622,2941,6527,4570,13080,0,6,2003,750,1,22,66,542,0,0
25-MAR-2021,25,29071,29715,26813,3035,6527,4600,13080,0,7,1907,919,0,-37,217,662,0,0
25-MAR-2021,26,28723,29329,26475,3128,6527,4440,13080,0,6,1903,925,0,50,213,666,0,0
25-MAR-2021,27,28817,29424,26597,3227,6527,4850,13080,0,7,1903,756,0,199,279,430,0,0
25-MAR-2021,28,28006,28613,25830,3326,6527,4170,13080,0,7,1899,736,0,242,190,424,0,0
25-MAR-2021,29,27786,28393,25668,3359,6527,4750,13080,0,7,1389,441,0,235,286,880,0,0
25-MAR-2021,30,27739,28347,25644,3391,6527,4240,13080,0,8,1364,410,0,182,348,899,0,0
25-MAR-2021,31,27958,28567,25821,3348,6527,3360,13080,0,9,1413,22,0,257,479,899,0,0
25-MAR-2021,32,28898,29510,26747,3304,6527,2490,13080,0,9,1412,-3,0,268,504,899,0,0
25-MAR-2021,33,30184,30793,27954,3165,6527,2430,13080,0,9,948,88,0,268,504,889,0,0
25-MAR-2021,34,31765,32377,29400,3025,6527,1830,13080,0,12,932,93,0,268,504,888,0,0
25-MAR-2021,35,33237,33850,30803,2936,6527,920,13080,0,13,1376,29,0,268,504,917,0,0
25-MAR-2021,36,34448,35058,32001,2847,6527,347,13080,0,10,1391,29,0,268,504,918,0,0
25-MAR-2021,37,35315,35922,32854,2841,6527,28,13080,0,7,1615,206,0,268,504,1016,0,0
25-MAR-2021,38,36023,36630,33591,2835,6527,0,13080,0,7,1626,212,0,268,504,1020,0,0
25-MAR-2021,39,35679,36292,33290,2900,6527,0,13080,0,13,1932,9,0,268,504,1020,0,0
25-MAR-2021,40,34356,34973,32120,2965,6527,0,13080,0,11,1942,-6,0,268,504,1019,0,0
25-MAR-2021,41,32601,33216,30506,3017,6527,0,13080,0,9,1420,-6,0,254,504,1015,0,0
25-MAR-2021,42,31335,31947,29404,3068,6527,0,13080,0,6,1334,-6,0,253,464,1014,0,0
25-MAR-2021,43,29599,30215,27795,3100,6527,0,13080,0,10,1338,-6,0,252,495,713,0,0
25-MAR-2021,44,27881,28498,26250,3132,6527,0,13080,0,11,1271,-6,1,253,415,701,0,0
25-MAR-2021,45,25836,26485,24334,3174,6527,0,13080,0,12,-31,-6,0,253,480,387,0,0
25-MAR-2021,46,24225,25184,22719,3215,6527,0,13080,0,126,-210,-23,0,223,361,375,0,0
25-MAR-2021,47,22524,25219,21127,3242,6527,0,13080,0,18,-1436,-641,0,220,218,528,0,0
25-MAR-2021,48,21741,24924,20360,3268,6527,0,13080,0,355,-1544,-684,0,253,222,534,0,0
26-MAR-2021,1,21580,24833,20248,3279,6527,0,13080,0,441,-1528,-684,0,253,312,516,0,0
26-MAR-2021,2,21949,24930,20739,3289,6527,0,13080,0,168,-1527,-686,0,253,358,516,0,0
26-MAR-2021,3,21680,24768,20443,3317,6527,0,13080,0,209,-1523,-756,0,253,405,403,0,0
26-MAR-2021,4,21145,24691,19964,3345,6527,0,13080,0,665,-1523,-758,0,253,452,381,0,0
26-MAR-2021,5,20468,24443,19301,3399,6527,0,13080,0,873,-1384,-694,0,253,477,-424,0,0
26-MAR-2021,6,20087,24161,18924,3453,6527,0,13080,0,935,-1379,-689,0,253,477,-471,0,0
26-MAR-2021,7,19757,24000,18595,3475,6527,0,13080,0,1026,-1379,-679,0,276,477,-559,0,0
26-MAR-2021,8,19350,23781,18219,3496,6527,0,13080,0,1212,-1379,-678,1,271,477,-562,0,0
26-MAR-2021,9,19135,23560,18095,3538,6527,0,13080,0,1212,-1379,-672,0,278,477,-562,0,0
26-MAR-2021,10,19056,23422,18075,3579,6527,0,13080,0,1151,-1379,-674,0,252,432,-562,0,0
26-MAR-2021,11,19593,23520,18603,3618,6527,0,13080,0,491,-1519,-755,0,173,306,-562,0,0
26-MAR-2021,12,20533,23972,19455,3656,6527,1,13080,0,33,-1522,-755,0,270,154,-529,0,0
26-MAR-2021,13,22662,24975,21404,3717,6527,52,13080,0,64,-1090,-559,0,280,75,448,0,0
26-MAR-2021,14,24524,26593,23093,3777,6527,323,13080,0,18,-928,-523,0,248,100,518,0,0
26-MAR-2021,15,27022,27643,25300,3816,6527,950,13080,0,21,790,244,1,108,7,887,0,0
26-MAR-2021,16,27980,28594,26096,3854,6527,1530,13080,0,14,1030,314,0,110,0,901,0,0
26-MAR-2021,17,29135,29749,27100,3861,6527,1650,13080,0,14,1825,904,1,134,0,950,0,0
26-MAR-2021,18,29602,30218,27493,3867,6527,1970,13080,0,16,1872,946,0,260,0,951,0,0
26-MAR-2021,19,30132,30756,27924,3860,6527,2500,13080,0,24,1997,990,1,290,42,998,0,0
26-MAR-2021,20,30485,31108,28244,3852,6527,2370,13080,0,23,2001,991,0,290,186,999,0,0
26-MAR-2021,21,30342,30964,28112,3884,6527,2990,13080,0,22,1906,948,1,290,322,953,0,0
26-MAR-2021,22,30159,30837,27974,3916,6527,3450,13080,0,78,1902,943,0,290,346,952,0,0
26-MAR-2021,23,30164,30771,28013,3884,6527,3520,13080,0,7,1807,900,1,210,412,904,0,0
26-MAR-2021,24,29849,30461,27799,3851,6527,3340,13080,0,12,1801,897,0,237,429,903,0,0
26-MAR-2021,25,29779,30597,27734,3858,6527,4070,13080,0,218,1804,897,0,243,384,901,0,0
26-MAR-2021,26,29365,30179,27364,3864,6527,4600,13080,0,214,1803,896,0,194,307,902,0,0
26-MAR-2021,27,29022,29913,27068,3840,6527,4380,13080,0,291,1826,850,0,249,238,950,0,0
26-MAR-2021,28,28376,29433,26473,3815,6527,4270,13080,0,457,1824,843,0,261,141,951,0,0
26-MAR-2021,29,28364,29014,26428,3766,6527,3980,13080,0,50,1486,705,0,274,126,952,0,0
26-MAR-2021,30,27986,28598,26098,3717,6527,3730,13080,0,12,1446,698,0,275,95,951,0,0
26-MAR-2021,31,28015,28621,26233,3605,6527,3190,13080,0,6,1888,792,0,287,140,951,0,0
26-MAR-2021,32,28561,29168,26756,3493,6527,2720,13080,0,7,1903,803,1,288,286,952,0,0
26-MAR-2021,33,29785,30394,27879,3341,6527,2280,13080,0,9,1951,981,0,289,316,977,0,0
26-MAR-2021,34,31335,31946,29226,3188,6527,1700,13080,0,11,1952,993,0,290,452,978,0,0
26-MAR-2021,35,32967,33575,30638,2989,6527,1120,13080,0,8,2000,993,0,290,488,1018,0,0
26-MAR-2021,36,34318,34922,31834,2790,6527,404,13080,0,4,2002,993,0,290,504,1019,0,0
26-MAR-2021,37,35130,35734,32570,2742,6527,57,13080,0,4,2002,993,0,290,504,1019,0,0
26-MAR-2021,38,35859,36463,33248,2694,6527,0,13080,0,4,2002,992,0,290,504,1019,0,0
26-MAR-2021,39,35374,35981,32693,2729,6527,0,13080,0,7,2002,992,0,290,473,1019,0,0
26-MAR-2021,40,34263,34876,31615,2763,6527,0,13080,0,13,2002,992,1,289,338,1019,0,0
26-MAR-2021,41,33542,34152,30904,2798,6527,0,13080,0,10,1977,969,0,252,309,977,0,0
26-MAR-2021,42,31958,32563,29499,2832,6527,0,13080,0,5,1973,966,0,159,227,976,0,0
26-MAR-2021,43,30346,30952,28026,2906,6527,0,13080,0,6,1520,878,0,245,321,858,0,0
26-MAR-2021,44,28232,28837,26079,2979,6527,0,13080,0,5,1497,869,0,262,250,853,0,0
26-MAR-2021,45,26835,27439,24775,3077,6527,0,13080,0,4,1140,781,1,262,319,707,0,0
26-MAR-2021,46,25307,25913,23381,3174,6527,0,13080,0,6,1125,772,0,219,210,702,0,0
26-MAR-2021,47,24006,24615,22159,3172,6527,0,13080,0,9,1022,665,0,245,64,582,0,0
26-MAR-2021,48,23052,23664,21320,3169,6527,0,13080,0,12,1015,652,0,250,0,578,0,0
27-MAR-2021,1,22500,23183,20828,3158,6527,0,13080,0,83,548,461,0,262,2,568,0,0
27-MAR-2021,2,22904,23585,21315,3146,6527,0,13080,0,81,518,442,0,268,78,568,0,0
27-MAR-2021,3,22382,23145,20765,3126,6527,0,13080,0,80,-83,211,0,268,31,664,0,0
27-MAR-2021,4,21873,22671,20298,3106,6527,0,13080,0,79,-119,198,0,202,0,668,0,0
27-MAR-2021,5,21453,22708,19858,3090,6527,0,13080,0,83,-572,291,0,55,0,653,0,0
27-MAR-2021,6,21165,22788,19507,3073,6527,0,13080,0,346,-594,284,0,-83,0,653,0,0
27-MAR-2021,7,20613,22883,18954,3062,6527,0,13080,0,447,-856,-198,1,-169,0,573,0,0
27-MAR-2021,8,20309,22898,18644,3050,6527,0,13080,0,568,-867,-235,0,-252,-67,570,0,0
27-MAR-2021,9,20233,22792,18575,3077,6527,0,13080,0,364,-759,-373,0,-258,-205,476,0,0
27-MAR-2021,10,20246,23003,18541,3103,6527,0,13080,0,417,-746,-380,0,-258,-356,473,0,0
27-MAR-2021,11,20455,23451,18757,3088,6527,0,13080,0,519,-839,-280,0,-258,-500,485,0,0
27-MAR-2021,12,20860,23647,19198,3073,6527,5,13080,0,294,-836,-264,0,-258,-535,485,0,0
27-MAR-2021,13,21894,24038,20148,3046,6527,225,13080,0,487,-263,80,0,-258,-536,676,0,0
27-MAR-2021,14,22608,24564,20822,3018,6527,918,13080,0,354,-209,99,0,-258,-535,683,0,0
27-MAR-2021,15,23256,25037,21397,3144,6527,1820,13080,0,313,844,-74,0,-258,-536,687,0,0
27-MAR-2021,16,23184,24983,21283,3270,6527,2940,13080,0,307,954,-74,0,-282,-536,688,0,0
27-MAR-2021,17,23603,25356,21595,3393,6527,3710,13080,0,307,966,353,0,-310,-536,687,0,0
27-MAR-2021,18,23407,25161,21481,3516,6527,4790,13080,0,306,968,389,0,-313,-535,686,0,0
27-MAR-2021,19,23598,25358,21545,3470,6527,5630,13080,0,307,1350,665,0,-317,-536,686,0,0
27-MAR-2021,20,23681,25482,21649,3423,6527,6000,13080,0,369,1366,684,0,-317,-515,687,0,0
27-MAR-2021,21,23831,25407,21855,3350,6527,6020,13080,0,290,1406,702,0,-306,-380,705,0,0
27-MAR-2021,22,24051,25142,22071,3276,6527,6140,13080,0,39,1407,704,0,-223,-229,706,0,0
27-MAR-2021,23,24547,25348,22475,3172,6527,5880,13080,0,9,1049,749,0,-90,-102,753,0,0
27-MAR-2021,24,24604,25216,22512,3067,6527,6040,13080,0,10,1003,753,0,52,-2,755,0,0
27-MAR-2021,25,25197,25805,23069,3095,6527,5280,13080,0,8,1530,774,0,205,62,779,0,0
27-MAR-2021,26,25619,26228,23493,3122,6527,4690,13080,0,9,1558,775,0,335,101,779,0,0
27-MAR-2021,27,25585,26195,23489,3154,6527,4170,13080,0,10,1527,754,0,352,243,756,0,0
27-MAR-2021,28,25352,25962,23296,3186,6527,3750,13080,0,10,1507,752,0,363,310,755,0,0
27-MAR-2021,29,25200,25811,23227,3172,6527,3460,13080,0,11,1507,752,0,344,452,755,0,0
27-MAR-2021,30,25381,25992,23433,3157,6527,2950,13080,0,11,1510,752,0,331,504,755,0,0
27-MAR-2021,31,25891,26506,23914,3133,6527,2730,13080,0,15,1523,749,0,252,504,756,0,0
27-MAR-2021,32,26658,27273,24697,3108,6527,2090,13080,0,15,1506,752,0,252,504,756,0,0
27-MAR-2021,33,28012,28624,26045,3005,6527,1330,13080,0,12,1697,841,0,252,504,850,0,0
27-MAR-2021,34,29635,30247,27583,2902,6527,844,13080,0,12,1705,848,0,252,504,854,0,0
27-MAR-2021,35,31376,31982,29270,2921,6527,426,13080,0,6,1800,893,0,252,504,900,0,0
27-MAR-2021,36,32522,33124,30444,2940,6527,174,13080,0,2,1804,896,0,252,504,902,0,0
27-MAR-2021,37,33302,33902,31183,3034,6527,19,13080,0,0,1804,896,0,252,504,901,0,0
27-MAR-2021,38,33689,34289,31535,3128,6527,0,13080,0,0,1804,896,0,252,504,901,0,0
27-MAR-2021,39,33380,33989,31331,3291,6527,0,13080,0,9,1770,894,0,252,504,903,0,0
27-MAR-2021,40,31880,32494,29967,3453,6527,0,13080,0,14,1759,885,0,219,475,903,0,0
27-MAR-2021,41,30023,30633,28225,3556,6527,0,13080,0,10,765,554,0,237,426,759,0,0
27-MAR-2021,42,28684,29293,27065,3658,6527,0,13080,0,9,580,533,0,142,432,754,0,0
27-MAR-2021,43,26974,27579,25488,3807,6527,0,13080,0,5,182,589,0,230,504,646,0,0
27-MAR-2021,44,25527,26134,24147,3956,6527,0,13080,0,7,113,570,0,252,504,643,0,0
27-MAR-2021,45,23986,25953,22701,4030,6527,0,13080,0,8,-1090,-269,0,252,504,588,0,0
27-MAR-2021,46,22705,24847,21470,4103,6527,0,13080,0,12,-1194,-336,0,252,504,561,0,0
27-MAR-2021,47,21330,24311,20238,4204,6527,0,13080,0,12,-1378,-666,0,252,504,-325,0,0
27-MAR-2021,48,20401,23471,19360,4305,6527,0,13080,0,14,-1385,-689,0,252,504,-382,0,0
28-MAR-2021,1,20067,23623,19043,4346,6527,0,13080,0,361,-1379,-689,0,252,504,-527,0,0
28-MAR-2021,2,20345,23714,19390,4386,6527,0,13080,0,170,-1378,-689,0,252,504,-532,0,0
28-MAR-2021,3,20038,23429,19115,4458,6527,0,13080,0,356,-1381,-671,0,252,504,-483,0,0
28-MAR-2021,4,19392,23060,18499,4529,6527,0,13080,0,635,-1381,-670,1,252,504,-482,0,0
28-MAR-2021,5,18822,22876,17938,4532,6527,0,13080,0,837,-1380,-670,0,250,504,-667,0,0
28-MAR-2021,6,18400,22664,17551,4535,6527,0,13080,0,1041,-1380,-670,0,129,504,-673,0,0
28-MAR-2021,7,17956,22407,17157,4509,6527,0,13080,0,1228,-1380,-670,0,19,494,-673,0,0
28-MAR-2021,8,17640,22157,16816,4483,6527,0,13080,0,1294,-1380,-670,0,14,397,-673,0,0
28-MAR-2021,9,17594,22097,16694,4428,6527,0,13080,0,1285,-1380,-670,0,14,441,-668,0,0
28-MAR-2021,10,17748,22239,16763,4373,6527,0,13080,0,1202,-1380,-670,0,-71,481,-668,0,0
28-MAR-2021,11,18271,22092,17180,4261,6527,0,13080,0,639,-1380,-670,0,-29,345,-603,0,0
28-MAR-2021,12,18689,22421,17536,4149,6527,0,13080,0,580,-1383,-673,0,70,215,-597,0,0
28-MAR-2021,13,19393,22497,18133,4074,6527,36,13080,0,307,-1399,-793,1,32,69,-106,0,0
28-MAR-2021,14,19956,22931,18638,3998,6527,206,13080,0,250,-1369,-783,0,76,0,-74,0,0
28-MAR-2021,15,21079,22532,19697,3948,6527,436,13080,0,233,-476,-138,0,-52,-54,570,0,0
28-MAR-2021,16,22044,23216,20570,3898,6527,747,13080,0,63,-380,-76,0,-126,-27,604,0,0
28-MAR-2021,17,23221,24197,21578,3894,6527,1130,13080,0,90,-2,551,0,-270,-114,678,0,0
28-MAR-2021,18,24040,24866,22383,3890,6527,1450,13080,0,19,52,596,0,-284,-23,681,0,0
28-MAR-2021,19,25009,26112,23301,3873,6527,1850,13080,0,200,1048,643,0,-403,0,686,0,0
28-MAR-2021,20,25571,26442,23866,3855,6527,2110,13080,0,13,1099,647,0,-325,-34,687,0,0
28-MAR-2021,21,26314,27009,24532,3861,6527,2240,13080,0,12,1358,680,0,-183,0,687,0,0
28-MAR-2021,22,26731,27421,24907,3866,6527,2500,13080,0,8,1367,682,0,-183,0,687,0,0
28-MAR-2021,23,27257,27933,25327,3868,6527,2860,13080,0,11,1367,683,0,-166,0,687,0,0
28-MAR-2021,24,27294,27924,25330,3870,6527,3180,13080,0,32,1374,683,0,-99,0,687,0,0
28-MAR-2021,25,27099,27936,25212,3951,6527,2730,13080,0,293,1394,683,0,27,-45,687,0,0
28-MAR-2021,26,26635,27851,24856,4031,6527,2530,13080,0,554,1367,682,0,157,-163,687,0,0
28-MAR-2021,27,26414,27492,24686,4103,6527,2490,13080,0,505,1094,678,0,251,-74,687,0,0
28-MAR-2021,28,26213,27267,24467,4175,6527,2540,13080,0,484,1054,675,0,252,-71,687,0,0
28-MAR-2021,29,26231,27235,24369,4218,6527,2160,13080,0,505,494,592,0,252,0,677,0,0
28-MAR-2021,30,27021,27896,25089,4261,6527,1710,13080,0,358,478,587,0,240,-18,676,0,0
28-MAR-2021,31,27911,28688,25942,4298,6527,1320,13080,0,278,763,587,1,149,65,688,0,0
28-MAR-2021,32,28991,29766,26868,4334,6527,1110,13080,0,276,785,591,0,235,119,689,0,0
28-MAR-2021,33,30069,30583,27881,4394,6527,813,13080,0,15,1470,741,0,252,199,754,0,0
28-MAR-2021,34,30872,31379,28631,4454,6527,516,13080,0,8,1507,752,0,252,124,757,0,0
28-MAR-2021,35,31128,31634,28965,4483,6527,285,13080,0,7,1601,796,0,239,72,803,0,0
28-MAR-2021,36,30855,31361,28784,4511,6527,97,13080,0,7,1605,799,0,251,219,805,0,0
28-MAR-2021,37,30877,31390,28902,4485,6527,8,13080,0,14,1629,799,0,252,349,824,0,0
28-MAR-2021,38,30887,31399,28959,4458,6527,0,13080,0,13,1631,799,0,252,271,825,0,0
28-MAR-2021,39,30509,31024,28597,4467,6527,0,13080,0,16,1607,799,0,252,294,806,0,0
28-MAR-2021,40,29150,29666,27351,4475,6527,0,13080,0,17,1585,793,0,252,170,804,0,0
28-MAR-2021,41,27604,28118,25943,4474,6527,0,13080,0,15,740,558,0,228,194,550,0,0
28-MAR-2021,42,26102,26672,24626,4473,6527,0,13080,0,71,621,523,0,127,345,540,0,0
28-MAR-2021,43,24769,26093,23415,4464,6527,0,13080,0,19,-658,-148,0,226,481,309,0,0
28-MAR-2021,44,23158,24764,21950,4454,6527,0,13080,0,125,-781,-201,0,252,504,301,0,0
28-MAR-2021,45,21446,23939,20414,4431,6527,0,13080,0,14,-1353,-627,0,252,504,292,0,0
28-MAR-2021,46,19993,23185,19041,4407,6527,0,13080,0,644,-1380,-669,0,252,504,269,0,0
29-MAR-2021,1,18986,23413,18074,4362,6527,0,13080,0,1272,-1378,-668,0,252,504,-610,0,0
29-MAR-2021,2,18620,23094,17755,4317,6527,0,13080,0,1263,-1378,-668,0,252,504,-666,0,0
29-MAR-2021,3,18843,23138,18002,4297,6527,0,13080,0,1258,-1379,-668,0,252,504,-491,0,0
29-MAR-2021,4,19461,23573,18644,4276,6527,0,13080,0,1080,-1379,-668,0,252,504,-486,0,0
29-MAR-2021,5,19363,23654,18571,4285,6527,0,13080,0,1154,-1379,-668,0,252,504,-591,0,0
29-MAR-2021,6,18969,23354,18179,4294,6527,0,13080,0,1244,-1379,-668,1,252,504,-595,0,0
29-MAR-2021,7,18682,23125,17874,4277,6527,0,13080,0,1235,-1378,-668,0,252,504,-663,0,0
29-MAR-2021,8,18535,22978,17721,4260,6527,0,13080,0,1232,-1378,-668,0,252,504,-666,0,0
29-MAR-2021,9,18577,23002,17779,4199,6527,0,13080,0,1219,-1377,-667,0,252,504,-663,0,0
29-MAR-2021,10,18671,23088,17881,4137,6527,0,13080,0,1211,-1377,-667,0,252,504,-663,0,0
29-MAR-2021,11,19249,23448,18408,4105,6527,0,13080,0,991,-1378,-667,0,252,504,-664,0,0
29-MAR-2021,12,20225,23906,19328,4072,6527,0,13080,0,474,-1377,-668,0,252,504,-663,0,0
29-MAR-2021,13,22404,25501,21330,4049,6527,0,13080,0,21,-1463,-714,0,252,504,-400,0,0
29-MAR-2021,14,24258,27108,23061,4025,6527,3,13080,0,17,-1260,-697,0,252,503,-377,0,0
29-MAR-2021,15,27085,27601,25648,3984,6527,133,13080,0,17,550,5,0,252,424,337,0,0
29-MAR-2021,16,28586,29098,26971,3943,6527,503,13080,0,13,775,74,0,234,452,381,0,0
29-MAR-2021,17,29988,30497,28217,3946,6527,866,13080,0,10,1460,825,0,121,325,879,0,0
29-MAR-2021,18,30228,30738,28383,3949,6527,1390,13080,0,11,1476,875,0,196,179,901,0,0
29-MAR-2021,19,30635,31145,28633,3968,6527,1810,13080,0,11,1697,845,0,252,34,856,0,0
29-MAR-2021,20,30136,30646,28084,3987,6527,2550,13080,0,11,1705,833,0,252,0,854,0,0
29-MAR-2021,21,29404,29911,27305,3974,6527,3550,13080,0,8,1680,473,0,190,0,853,0,0
29-MAR-2021,22,28650,29162,26511,3961,6527,4230,13080,0,13,1679,455,0,114,0,853,0,0
29-MAR-2021,23,27735,28267,25579,3985,6527,4690,13080,0,32,1697,706,0,164,0,853,0,0
29-MAR-2021,24,26983,27626,24809,4008,6527,5110,13080,0,144,1698,719,0,230,0,853,0,0
29-MAR-2021,25,26659,27178,24444,3954,6527,5690,13080,0,20,1426,557,0,173,0,853,0,0
29-MAR-2021,26,26223,26739,24027,3899,6527,6230,13080,0,16,1401,544,0,212,0,853,0,0
29-MAR-2021,27,25279,25911,23129,3896,6527,6710,13080,0,132,607,456,0,98,0,853,0,0
29-MAR-2021,28,24277,25096,22161,3893,6527,6940,13080,0,277,439,451,0,-34,-8,853,0,0
29-MAR-2021,29,23822,24601,21734,3857,6527,6880,13080,0,279,640,484,1,50,0,847,0,0
29-MAR-2021,30,23381,24402,21289,3821,6527,6730,13080,0,505,642,481,0,-16,0,847,0,0
29-MAR-2021,31,23327,24173,21219,3787,6527,6360,13080,0,328,234,307,0,32,-18,877,0,0
29-MAR-2021,32,23875,24555,21794,3753,6527,5830,13080,0,180,200,303,1,149,0,878,0,0
29-MAR-2021,33,24913,25574,22849,3665,6527,5140,13080,0,161,569,581,0,109,0,854,0,0
29-MAR-2021,34,26460,27034,24321,3576,6527,4280,13080,0,74,598,595,0,220,35,853,0,0
29-MAR-2021,35,27928,28438,25722,3446,6527,3390,13080,0,10,1412,412,0,241,0,929,0,0
29-MAR-2021,36,29346,29857,27133,3315,6527,2490,13080,0,11,1431,407,1,219,3,931,0,0
29-MAR-2021,37,30088,30601,27912,3174,6527,1560,13080,0,13,1325,668,0,253,99,973,0,0
29-MAR-2021,38,30756,31270,28674,3032,6527,701,13080,0,14,1292,690,0,253,100,974,0,0
29-MAR-2021,39,31509,32019,29510,2985,6527,109,13080,0,10,1846,818,1,253,217,999,0,0
29-MAR-2021,40,32010,32516,30032,2938,6527,1,13080,0,6,1864,829,0,253,240,999,0,0
29-MAR-2021,41,32458,32970,30439,2899,6527,0,13080,0,12,1997,920,0,252,253,999,0,0
29-MAR-2021,42,31679,32192,29737,2860,6527,0,13080,0,13,2002,919,0,227,105,999,0,0
29-MAR-2021,43,30221,30733,28384,2805,6527,0,13080,0,12,1753,646,1,180,2,811,0,0
29-MAR-2021,44,28772,29285,27112,2750,6527,0,13080,0,13,1741,616,0,227,0,803,0,0
29-MAR-2021,45,27044,27552,25588,2715,6527,0,13080,0,8,1342,232,0,252,36,652,0,0
29-MAR-2021,46,25492,26005,24181,2680,6527,0,13080,0,13,1267,198,0,175,0,646,0,0
29-MAR-2021,47,23743,24343,22600,2638,6527,0,13080,0,11,26,-89,0,173,0,392,0,0
29-MAR-2021,48,22589,23301,21555,2595,6527,0,13080,0,12,-86,-114,0,96,0,383,0,0
30-MAR-2021,1,21641,23294,20678,2525,6527,0,13080,0,12,-838,-303,0,28,0,249,0,0
30-MAR-2021,2,21376,23357,20405,2455,6527,0,13080,0,259,-909,-313,1,132,0,245,0,0
30-MAR-2021,3,21352,22976,20399,2419,6527,0,13080,0,517,-409,-198,0,94,0,460,0,0
